numero,titulo,descripcion,precio,categoria,tipo_regalo,tickets_disponibles,imagen_url,imagen_local,link
49,Parrilla Levadiza Cilíndrica con Tapa 2 en 1  - The Grill Shop,,S/ 700.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_094.png,imagenes_regalos/regalo_094.png,
50,Juego de Living de terraza 4 personas Sao Paulo - Just Home Collection,,S/ 650.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_095.png,imagenes_regalos/regalo_095.png,
51,Carpa Tienda Campaña Familiar 6-8Personas Impermeable marrón - Afventura,,S/ 500.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_096.png,imagenes_regalos/regalo_096.png,
52,Bolso de dormir Climb Rojo - National Geographic,,S/ 210.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_097.png,imagenes_regalos/regalo_097.png,
52,Manta Merecer - Fito Espinoza,,S/ 255.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_052.jpg,imagenes_regalos/regalo_052.jpg,
53,Set de Ollas para Camping + Sartén + Cuchara,,S/ 230.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_098.png,imagenes_regalos/regalo_098.png,
53,"Set de copas de vino ""El deseo y la Ilusión"" - Fito Espinoza",,S/ 252.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_053.jpg,imagenes_regalos/regalo_053.jpg,
54,Panel De Tv Zurique 75 - Basement Home,,S/ 800.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_099.png,imagenes_regalos/regalo_099.png,
54,Sofá Cama Futón 3 cuerpos Sammy gris,,S/ 300.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_054.jpg,imagenes_regalos/regalo_054.jpg,
55,Set de copa,,S/ 185.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_012.jpg,imagenes_regalos/regalo_012.jpg,
55,Espejo Pie Arco Dorado Cuerpo Completo 42x170cm - Basement Home,,S/ 260.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_055.jpg,imagenes_regalos/regalo_055.jpg,
56,Hielera acero inoxidable - Basement Home,,S/ 170.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_056.jpg,imagenes_regalos/regalo_056.jpg,
57,Set x3 Recipientes Térmicos Blancos Multiuso fuente y contenedor con Tapa - Belessi,,S/ 150.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_057.jpg,imagenes_regalos/regalo_057.jpg,
58,Silla Ergonómica Escritorio Oficina Giratoria Soporte Lumbar Negra - Capre,,S/ 200.00,Nuestro hogar,Ticket,2,/images/imagenes_regalos/regalo_058.jpg,imagenes_regalos/regalo_058.jpg,
59,Escritorio en L Plateado de Vidrio Lyon - Just Home Collection,,S/ 300.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_059.jpg,imagenes_regalos/regalo_059.jpg,
60,Estante de acero de 4 niveles,,S/ 300.00,Nuestro hogar,Pago total,,/images/imagenes_regalos/regalo_060.jpg,imagenes_regalos/regalo_060.jpg,
61,"Juego de Sábanas Estampadas Floral 100% Algodón 200 Hilos - King, Roberta Allen",,S/ 230.00,Nuestro hogar,Ticket,2,/images/imagenes_regalos/regalo_061.jpg,imagenes_regalos/regalo_061.jpg,
62,"Juego de Sábanas Estampadas Floral 100% Algodón 200 Hilos - 2 plazas, Roberta Allen",,S/ 170.00,Nuestro hogar,Ticket,2,/images/imagenes_regalos/regalo_062.jpg,imagenes_regalos/regalo_062.jpg,
63,Almohada de Microfibra Copper Health King 50x90cm - Rosen,,S/ 170.00,Nuestro hogar,Ticket,3,/images/imagenes_regalos/regalo_063.jpg,imagenes_regalos/regalo_063.jpg,
66,Cafetera Francesa,,S/ 300.00,Nuestro hogar,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fapi-images%2Fgifts%2F0b5My0SrUm9mfyNPi6n1FbDxAJw15jvERdAwkGQt.jpg&w=640&q=75,imagenes_regalos/regalo_066.jpg,
67,Tour,,S/ 1000.00,Luna de Miel,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fimages%2Fgifts%2F696edd8994e51.jpg&w=640&q=75,imagenes_regalos/regalo_067.jpg,
68,Hervidor Kitchen Aid,,S/ 400.00,Nuestro hogar,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fapi-images%2Fgifts%2FyN7LlfqOUa6BHQ7zYd74bxn6afxaAWwbYi7JBHLs.jpg&w=640&q=75,imagenes_regalos/regalo_068.jpg,
69,Deshumedecedor,,S/ 350.00,Nuestro hogar,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fimages%2Fgifts%2F695eda75cf53c.jpg&w=640&q=75,imagenes_regalos/regalo_069.jpg,
71,Set de tablas de acero,,S/ 350.00,Nuestro hogar,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fapi-images%2Fgifts%2FyseZo44mNMnXlE09kMffQgp51W3OdjTNqRb89XZF.jpg&w=640&q=75,imagenes_regalos/regalo_071.jpg,
73,Aspiradora,,S/ 350.00,Nuestro hogar,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fimages%2Fgifts%2F695eda9e32c90.jpg&w=640&q=75,imagenes_regalos/regalo_073.jpg,
75,Marco de plata,,S/ 400.00,Nuestro hogar,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fapi-images%2Fgifts%2FgkQ5UidZICiP9SdntiOIn2iQS6pLKjRkJh4DANfw.jpg&w=640&q=75,imagenes_regalos/regalo_075.jpg,
76,Frigobar,,S/ 550.00,Nuestro hogar,Pago total,,https://sinenvolturas.com/_next/image?url=https%3A%2F%2Fapi.sinenvolturas.com%2Fimages%2Fgifts%2F695eda89b0bd1.jpg&w=640&q=75,imagenes_regalos/regalo_076.jpg,
